252,72,70
160,97,52
149,33,98
191,777,60
89,26,40
202,46,40
275,96,70
63,114,52
88,54,25
257,37,52
325,114,60
93,63,25
140,33,25
138,41,30
1040,61,100
197,41,40
275,44,52
127,92,25
159,446,40
109,57,25
165,58,52
48,43,33
56,32,50
94,358,30
181,206,58
105,95,40
125,60,25
49,25,25
70,26,30
78,33,30
145,115,52
159,44,50
167,52,25
212,33,75
373,114,40
68,89,48
72,47,45
52,25,48
295,70,52
250,90,48
91,140,30
221,35,40
272,954,52
109,61,25
242,73,65
80,54,52
106,34,25
228,59,35
61,90,25
253,91,60
373,92,52
171,57,25
269,43,48
90,129,52
347,41,45
52,64,50
90,114,25
97,97,50
87,129,52
230,106,30
8,30,29
561,169,32
93,38,40
101,24,25
95,66,45
46,47,38
247,84,67
461,62,60
133,179,25
156,546,40
433,62,90
296,43,50
90,47,52
95,132,48
122,123,48
114,54,35
70,431,30
229,58,58
134,55,52
297,125,55
172,68,30
96,45,50
547,1450,50
169,106,25
186,65,40
611,47,54
125,47,30
326,50,52
292,42,60
137,81,30
98,43,30
576,102,50
51,61,28
101,129,52
257,80,30
75,126,52
150,33,40
138,70,30
97,67,25
105,626,35
522,82,66
203,85,90
213,402,45
99,51,35
126,181,25
246,185,57
205,3824,52
61,62,40
100,42,52
320,57,52
138,53,30
267,89,60
88,47,50
480,23,25
177,124,50
99,79,40
291,323,52
112,62,52
621,136,66
113,181,52
116,155,58
76,118,30
448,65,65
199,50,30
95,50,40
159,46,52
163,136,60
171,34,50
303,81,52
372,30,40
149,123,52
437,65,30
71,100,48
157,50,25
66,51,50
59,103,25
124,44,30
729,42,75
114,32,60
181,49,35
119,114,52
91,35,40
64,93,52
162,47,52
126,203,25
467,94,65
475,53,60
282,104,60
207,29,60
155,113,60
262,59,50
105,41,60
277,202,70
207,70,73
207,100,50
278,105,30
323,25,25
232,53,35
62,33,35
81,556,25
126,38,25
92,70,50
72,45,55
157,27,50
143,49,54
372,26,25
450,180,25
78,51,81
149,70,25
177,48,60
218,53,60
117,71,35
389,71,25
563,83,50
105,48,25
138,49,30
130,2492,25
296,64,35
153,133,60
96,132,98
818,33,30
431,83,80
153,73,40
128,86,65
155,36,52
189,114,25
132,63,25
172,84,50
477,68,30
333,74,130
289,31,40
540,118,85
541,41,50
443,113,50
100,35,60
96,108,25
220,126,33
331,71,25
306,45,60
114,34,52
169,105,55
28,39,75
73,113,30
64,29,25
416,245,40
285,71,30
80,51,52
93,109,48
73,56,25
